order_id,order_number,customer_id,created_at,currency,subtotal,total_discounts,total_shipping,total_tax,total_price,financial_status,fulfillment_status,utm_source,utm_medium,utm_campaign,landing_site,referring_site,tags,discount_code
ord_006305,7305,cust_000173,2024-09-28 20:24:33,GBP,141.67,0.0,0.0,28.33,170.0,paid,fulfilled,direct,none,,/,,,
ord_006411,7411,cust_001015,2024-09-30 09:13:18,GBP,254.16,0.0,0.0,50.83,304.99,paid,fulfilled,direct,none,,/,,,
ord_006481,7481,cust_001460,2024-10-02 18:29:09,GBP,120.83,0.0,0.0,0.0,120.83,paid,fulfilled,klaviyo,email,Restock_Alert,/,,,
ord_006521,7521,cust_000205,2024-10-02 16:09:41,GBP,40.0,0.0,12.95,0.0,52.95,paid,fulfilled,facebook,paid_social,Retargeting_AllUsers,/,,,
ord_006532,7532,cust_004201,2024-10-02 15:56:31,GBP,40.0,0.0,4.95,8.99,53.94,paid,fulfilled,google,cpc,Brand_Search_UK,/,,,
ord_006602,7602,cust_004557,2024-10-04 12:51:54,GBP,187.5,0.0,0.0,0.0,187.5,paid,fulfilled,google,cpc,PMax_Menswear_UK,/,,,
ord_006787,7787,cust_001015,2024-10-07 11:12:49,GBP,43.33,0.0,9.95,0.0,53.28,paid,fulfilled,organic,organic,,/,,,
ord_006858,7858,cust_001015,2024-10-08 17:31:49,GBP,129.17,0.0,0.0,25.83,155.0,paid,fulfilled,google,cpc,Brand_Search_UK,/,,,
ord_007031,8031,cust_004134,2024-10-11 16:27:55,GBP,43.33,0.0,4.95,9.66,57.94,paid,fulfilled,klaviyo,email,Welcome_Flow,/,,,
ord_007243,8243,cust_004134,2024-10-15 16:06:38,GBP,35.0,0.0,12.95,0.0,47.95,paid,fulfilled,klaviyo,email,Abandoned_Cart,/,,,
ord_007411,8411,cust_004557,2024-10-18 21:46:40,GBP,345.83,0.0,0.0,69.17,415.0,partially_refunded,fulfilled,google,cpc,Shopping_Tees_UK,/,,,
ord_007502,8502,cust_002741,2024-10-21 18:07:45,GBP,43.33,0.0,12.95,0.0,56.28,partially_refunded,fulfilled,tiktok,organic_social,,/,,,
ord_007858,8858,cust_005248,2024-10-27 14:53:33,GBP,364.17,0.0,0.0,72.83,437.0,paid,fulfilled,instagram,paid_social,Brand_Awareness_UK,/,,,
ord_007927,8927,cust_000205,2024-10-28 19:04:18,GBP,125.0,18.75,0.0,21.25,127.5,paid,fulfilled,google,cpc,Shopping_Tees_UK,/,,,AUTUMN24
ord_007944,8944,cust_004201,2024-10-29 20:32:37,GBP,215.0,0.0,0.0,0.0,215.0,paid,fulfilled,direct,none,,/,,,
ord_008034,9034,cust_005338,2024-10-30 16:39:21,GBP,139.99,0.0,0.0,0.0,139.99,paid,fulfilled,google,cpc,PMax_Menswear_UK,/,,,
ord_008216,9216,cust_000935,2024-11-02 12:24:12,GBP,43.33,0.0,9.95,0.0,53.28,paid,fulfilled,tiktok,organic_social,,/,,,
ord_008229,9229,cust_005440,2024-11-02 21:24:48,GBP,422.5,0.0,0.0,84.5,507.0,partially_refunded,fulfilled,facebook,paid_social,Prospecting_Mens_UK,/,,,
ord_008408,9408,cust_001015,2024-11-05 15:34:36,GBP,45.83,4.58,4.95,9.24,55.44,paid,fulfilled,tiktok,organic_social,,/,,,WELCOME10
ord_008494,9494,cust_000935,2024-11-06 17:29:03,GBP,133.33,0.0,0.0,0.0,133.33,paid,fulfilled,facebook,paid_social,Retargeting_AllUsers,/,,,
ord_008531,9531,cust_005248,2024-11-06 19:29:31,GBP,43.33,0.0,12.95,0.0,56.28,paid,fulfilled,klaviyo,email,Welcome_Flow,/,,,
ord_008641,9641,cust_003614,2024-11-08 17:20:26,GBP,45.83,0.0,4.95,10.16,60.94,paid,fulfilled,google,cpc,Shopping_All_EU,/,,,
ord_008759,9759,cust_001900,2024-11-09 11:37:59,GBP,80.0,0.0,0.0,16.0,96.0,paid,fulfilled,google,cpc,Shopping_Hoodies_UK,/,,,
ord_008938,9938,cust_002904,2024-11-12 21:47:17,GBP,162.5,0.0,0.0,32.5,195.0,partially_refunded,fulfilled,direct,none,,/,,,
ord_009392,10392,cust_001015,2024-11-15 15:28:10,GBP,45.83,0.0,4.95,10.16,60.94,paid,fulfilled,tiktok,organic_social,,/,,,
ord_009453,10453,cust_006122,2024-11-16 10:06:13,GBP,43.33,0.0,4.95,9.66,57.94,paid,fulfilled,google,cpc,Shopping_Tees_UK,/,,,
ord_009491,10491,cust_002741,2024-11-16 09:18:16,GBP,125.0,0.0,0.0,25.0,150.0,paid,fulfilled,google,cpc,Brand_Search_UK,/,,,
ord_009731,10731,cust_001015,2024-11-19 09:16:14,GBP,35.0,0.0,4.95,7.99,47.94,paid,fulfilled,direct,none,,/,,,
ord_009839,10839,cust_006332,2024-11-21 17:27:42,GBP,43.33,0.0,4.95,9.66,57.94,paid,fulfilled,instagram,paid_social,Prospecting_Mens_UK,/,,,
ord_009869,10869,cust_001954,2024-11-21 15:44:03,GBP,412.5,0.0,0.0,82.5,495.0,paid,fulfilled,google,cpc,Shopping_Tees_UK,/,,,
ord_009887,10887,cust_000173,2024-11-21 08:53:37,GBP,279.17,0.0,0.0,55.83,335.0,paid,fulfilled,klaviyo,email,Drop_Announcement,/,,,
ord_009948,10948,cust_000935,2024-11-22 13:51:31,GBP,116.67,0.0,0.0,23.33,140.0,partially_refunded,fulfilled,organic,organic,,/,,,
ord_010062,11062,cust_003614,2024-11-24 09:33:17,GBP,202.5,0.0,0.0,40.5,243.0,paid,fulfilled,google,cpc,Brand_Search_EU,/,,,
ord_010279,11279,cust_002904,2024-11-26 22:00:19,GBP,175.0,0.0,0.0,35.0,210.0,partially_refunded,fulfilled,organic,organic,,/,,,
ord_010373,11373,cust_004201,2024-11-27 14:12:19,GBP,37.5,0.0,4.95,8.49,50.94,paid,fulfilled,google,cpc,Shopping_All_EU,/,,,
ord_010445,11445,cust_001015,2024-11-27 18:50:11,GBP,40.0,0.0,4.95,8.99,53.94,paid,fulfilled,facebook,paid_social,Retargeting_AllUsers,/,,,
ord_010585,11585,cust_003614,2024-11-28 12:56:47,GBP,43.33,0.0,4.95,9.66,57.94,paid,fulfilled,organic,organic,,/,,,
ord_010599,11599,cust_000652,2024-11-28 16:55:09,GBP,120.83,0.0,0.0,24.17,145.0,paid,fulfilled,instagram,paid_social,Prospecting_Mens_UK,/,,,
ord_010650,11650,cust_000652,2024-11-29 17:22:05,GBP,265.0,0.0,0.0,0.0,265.0,paid,fulfilled,direct,none,,/,,,
ord_010729,11729,cust_000205,2024-11-29 14:31:16,GBP,129.17,0.0,0.0,25.83,155.0,paid,fulfilled,google,cpc,PMax_Menswear_UK,/,,,
ord_010864,11864,cust_006899,2024-11-29 11:53:31,GBP,137.5,0.0,0.0,0.0,137.5,paid,fulfilled,instagram,paid_social,Prospecting_Mens_UK,/,,,
ord_010903,11903,cust_000652,2024-11-29 09:28:26,GBP,43.33,0.0,4.95,9.66,57.94,paid,fulfilled,google,cpc,Shopping_Tees_UK,/,,,
ord_010919,11919,cust_001460,2024-11-29 17:36:50,GBP,235.83,0.0,0.0,47.17,283.0,paid,fulfilled,klaviyo,email,Win_Back,/,,,
ord_011056,12056,cust_003400,2024-11-29 20:38:10,GBP,133.33,26.67,0.0,21.33,127.99,paid,fulfilled,direct,none,,/,,,BLACKFRIDAY20
ord_011151,12151,cust_007069,2024-11-29 21:09:42,GBP,125.0,10.0,0.0,23.0,138.0,paid,fulfilled,facebook,paid_social,Prospecting_Mens_EU,/,,,PRETTYNEW
ord_011195,12195,cust_004134,2024-11-30 17:54:44,GBP,179.17,0.0,0.0,35.83,215.0,paid,fulfilled,facebook,paid_social,Retargeting_AllUsers,/,,,
ord_011256,12256,cust_005440,2024-11-30 21:32:28,GBP,40.0,0.0,4.95,8.99,53.94,paid,fulfilled,google,cpc,Shopping_Hoodies_UK,/,,,
ord_011311,12311,cust_007069,2024-12-01 10:52:05,GBP,45.83,0.0,4.95,10.16,60.94,paid,fulfilled,google,cpc,PMax_Menswear_UK,/,,,
ord_011393,12393,cust_004077,2024-12-02 08:39:54,GBP,48.33,0.0,4.95,10.66,63.94,paid,fulfilled,google,cpc,Brand_Search_EU,/,,,
ord_011394,12394,cust_004134,2024-12-02 17:15:25,GBP,204.17,0.0,0.0,0.0,204.17,partially_refunded,fulfilled,instagram,paid_social,Prospecting_Mens_UK,/,,,
ord_011425,12425,cust_007224,2024-12-03 16:53:17,GBP,43.33,0.0,4.95,9.66,57.94,paid,fulfilled,facebook,paid_social,Prospecting_Mens_UK,/,,,
ord_011489,12489,cust_000652,2024-12-03 08:30:11,GBP,197.5,0.0,0.0,0.0,197.5,partially_refunded,fulfilled,klaviyo,email,Welcome_Flow,/,,,
ord_011505,12505,cust_004134,2024-12-04 10:01:28,GBP,254.17,0.0,0.0,50.83,305.0,paid,fulfilled,organic,organic,,/,,,
ord_011518,12518,cust_000652,2024-12-04 13:07:31,GBP,162.5,0.0,0.0,32.5,195.0,paid,fulfilled,google,cpc,Shopping_Hoodies_UK,/,,,
ord_011569,12569,cust_005440,2024-12-05 13:14:35,GBP,128.33,0.0,0.0,25.67,154.0,paid,fulfilled,facebook,paid_social,Retargeting_AllUsers,/,,,
ord_011706,12706,cust_007354,2024-12-07 16:21:50,GBP,165.0,0.0,0.0,33.0,198.0,paid,fulfilled,facebook,paid_social,Prospecting_Mens_UK,/,,,
ord_011740,12740,cust_000935,2024-12-07 20:49:23,GBP,187.5,0.0,0.0,37.5,225.0,paid,fulfilled,direct,none,,/,,,
ord_011784,12784,cust_007389,2024-12-08 22:07:29,GBP,137.5,13.75,0.0,24.75,148.5,paid,fulfilled,facebook,paid_social,Prospecting_Mens_UK,/,,,WELCOME10
ord_011864,12864,cust_007389,2024-12-10 18:47:51,GBP,245.83,0.0,0.0,49.17,295.0,paid,fulfilled,direct,none,,/,,,
ord_012167,13167,cust_004134,2024-12-15 12:05:52,GBP,36.67,0.0,4.95,8.32,49.94,paid,fulfilled,google,cpc,Shopping_Tees_UK,/,,,
ord_012182,13182,cust_007389,2024-12-15 11:48:28,GBP,35.0,0.0,4.95,7.99,47.94,paid,fulfilled,google,cpc,PMax_Menswear_UK,/,,,
ord_012270,13270,cust_000935,2024-12-16 08:21:45,GBP,131.66,0.0,0.0,26.33,157.99,paid,fulfilled,google,cpc,Shopping_Hoodies_UK,/,,,
ord_012392,13392,cust_007683,2024-12-18 21:00:48,GBP,86.66,0.0,0.0,17.33,103.99,paid,fulfilled,instagram,paid_social,Prospecting_Mens_UK,/,,,
ord_012394,13394,cust_007389,2024-12-18 22:12:55,GBP,35.0,0.0,4.95,7.99,47.94,paid,fulfilled,klaviyo,email,Restock_Alert,/,,,
ord_012405,13405,cust_001954,2024-12-18 12:01:28,GBP,112.5,10.0,0.0,20.5,123.0,paid,fulfilled,klaviyo,email,Restock_Alert,/,,,PRETTYNEW
ord_012447,13447,cust_000652,2024-12-19 14:20:29,GBP,187.5,0.0,0.0,37.5,225.0,partially_refunded,fulfilled,klaviyo,email,Abandoned_Cart,/,,,
ord_012594,13594,cust_005248,2024-12-21 21:34:34,GBP,36.67,10.0,4.95,6.32,37.94,paid,fulfilled,google,cpc,PMax_Menswear_UK,/,,,PRETTYNEW
ord_012651,13651,cust_000205,2024-12-22 15:31:26,GBP,48.33,0.0,4.95,10.66,63.94,paid,fulfilled,direct,none,,/,,,
ord_012773,13773,cust_004077,2024-12-24 08:02:01,GBP,172.5,0.0,0.0,34.5,207.0,paid,fulfilled,direct,none,,/,,,
ord_012813,13813,cust_002904,2024-12-24 08:23:37,GBP,108.33,0.0,0.0,21.67,130.0,paid,fulfilled,klaviyo,email,Abandoned_Cart,/,,,
ord_012885,13885,cust_001954,2024-12-26 09:54:51,GBP,175.0,0.0,0.0,0.0,175.0,partially_refunded,fulfilled,organic,organic,,/,,,
ord_012891,13891,cust_003463,2024-12-26 18:04:15,GBP,41.67,0.0,9.95,0.0,51.62,paid,fulfilled,klaviyo,email,Welcome_Flow,/,,,
ord_013163,14163,cust_007389,2024-12-30 21:26:10,GBP,241.67,0.0,0.0,48.33,290.0,paid,fulfilled,google,cpc,Shopping_Hoodies_UK,/,,,
ord_013174,14174,cust_001954,2024-12-30 22:38:19,GBP,129.17,0.0,0.0,25.83,155.0,paid,fulfilled,facebook,paid_social,Retargeting_AllUsers,/,,,
ord_013245,14245,cust_000935,2025-01-01 22:18:50,GBP,160.83,0.0,0.0,32.17,193.0,paid,fulfilled,tiktok,organic_social,,/,,,
ord_013277,14277,cust_004134,2025-01-01 15:25:04,GBP,45.83,0.0,4.95,10.16,60.94,paid,fulfilled,tiktok,organic_social,,/,,,
ord_013398,14398,cust_001460,2025-01-02 12:47:29,GBP,289.16,0.0,0.0,57.83,346.99,paid,fulfilled,google,cpc,Shopping_Tees_UK,/,,,
ord_013482,14482,cust_003400,2025-01-02 14:37:33,GBP,43.33,10.0,4.95,7.66,45.94,paid,fulfilled,google,cpc,Shopping_Hoodies_UK,/,,,PRETTYNEW
ord_013670,14670,cust_003463,2025-01-03 22:39:26,GBP,91.66,0.0,0.0,18.33,109.99,paid,fulfilled,direct,none,,/,,,
ord_013702,14702,cust_002741,2025-01-04 09:44:36,GBP,40.0,0.0,9.95,0.0,49.95,paid,fulfilled,klaviyo,email,Abandoned_Cart,/,,,
ord_013757,14757,cust_003614,2025-01-04 11:44:55,GBP,40.0,0.0,9.95,0.0,49.95,paid,fulfilled,google,cpc,Brand_Search_UK,/,,,
ord_013823,14823,cust_000173,2025-01-05 08:00:33,GBP,202.5,0.0,0.0,0.0,202.5,paid,fulfilled,tiktok,organic_social,,/,,,
ord_013888,14888,cust_004134,2025-01-06 12:17:30,GBP,45.83,0.0,4.95,10.16,60.94,paid,fulfilled,direct,none,,/,,,
ord_013970,14970,cust_007354,2025-01-07 18:00:28,GBP,41.67,0.0,4.95,9.32,55.94,paid,fulfilled,facebook,paid_social,Retargeting_AllUsers,/,,,
ord_014012,15012,cust_002741,2025-01-07 16:33:37,GBP,125.0,0.0,0.0,25.0,150.0,paid,fulfilled,tiktok,organic_social,,/,,,
ord_014148,15148,cust_008470,2025-01-09 17:47:34,GBP,175.0,0.0,0.0,35.0,210.0,paid,fulfilled,instagram,paid_social,Prospecting_Mens_UK,/,,,
ord_014381,15381,cust_001954,2025-01-13 17:40:00,GBP,455.82,0.0,0.0,91.16,546.98,paid,fulfilled,facebook,paid_social,Prospecting_Mens_UK,/,,,
ord_014475,15475,cust_008470,2025-01-15 12:41:31,GBP,287.5,0.0,0.0,0.0,287.5,paid,fulfilled,direct,none,,/,,,
ord_014498,15498,cust_008470,2025-01-15 21:51:48,GBP,227.49,0.0,0.0,45.5,272.99,partially_refunded,fulfilled,facebook,paid_social,Retargeting_AllUsers,/,,,
ord_014612,15612,cust_007683,2025-01-17 14:07:43,GBP,308.34,0.0,0.0,61.67,370.01,partially_refunded,fulfilled,facebook,paid_social,Retargeting_AllUsers,/,,,
ord_014636,15636,cust_003400,2025-01-17 14:14:42,GBP,40.0,4.0,4.95,8.19,49.14,paid,fulfilled,google,cpc,Brand_Search_EU,/,,,WELCOME10
ord_014753,15753,cust_006899,2025-01-20 15:37:13,GBP,141.67,0.0,0.0,28.33,170.0,paid,fulfilled,google,cpc,PMax_Menswear_UK,/,,,
ord_014898,15898,cust_003400,2025-01-22 13:32:24,GBP,262.5,0.0,0.0,52.5,315.0,paid,fulfilled,klaviyo,email,Win_Back,/,,,
ord_014970,15970,cust_005248,2025-01-23 14:23:38,GBP,40.0,10.0,4.95,6.99,41.94,paid,fulfilled,google,cpc,PMax_Menswear_UK,/,,,PRETTYNEW
ord_014984,15984,cust_003614,2025-01-23 22:23:12,GBP,145.83,0.0,0.0,29.17,175.0,partially_refunded,fulfilled,direct,none,,/,,,
ord_015138,16138,cust_004134,2025-01-26 12:29:12,GBP,41.67,0.0,9.95,0.0,51.62,paid,fulfilled,google,cpc,Brand_Search_UK,/,,,
ord_015353,16353,cust_006899,2025-01-30 20:38:24,GBP,48.33,0.0,4.95,10.66,63.94,paid,fulfilled,organic,organic,,/,,,
ord_015440,16440,cust_009037,2025-01-31 17:17:46,GBP,516.67,0.0,0.0,103.33,620.0,partially_refunded,fulfilled,direct,none,,/,,,
ord_015747,16747,cust_003400,2025-02-06 08:25:57,GBP,205.83,0.0,0.0,41.17,247.0,paid,fulfilled,google,cpc,Shopping_Tees_UK,/,,,
ord_015868,16868,cust_004134,2025-02-09 15:56:57,GBP,36.67,3.67,9.95,0.0,42.95,paid,fulfilled,facebook,paid_social,Retargeting_AllUsers,/,,,WELCOME10
ord_015888,16888,cust_002741,2025-02-09 15:37:58,GBP,187.5,0.0,0.0,37.5,225.0,partially_refunded,fulfilled,klaviyo,email,Abandoned_Cart,/,,,
ord_016002,17002,cust_004134,2025-02-12 13:09:51,GBP,162.5,0.0,0.0,32.5,195.0,paid,fulfilled,tiktok,organic_social,,/,,,
ord_016004,17004,cust_007069,2025-02-12 11:31:02,GBP,125.0,0.0,0.0,0.0,125.0,paid,fulfilled,klaviyo,email,Abandoned_Cart,/,,,
ord_016040,17040,cust_007389,2025-02-12 17:19:10,GBP,40.0,0.0,4.95,8.99,53.94,paid,fulfilled,klaviyo,email,Win_Back,/,,,
ord_016067,17067,cust_001954,2025-02-13 19:58:13,GBP,40.0,0.0,4.95,8.99,53.94,partially_refunded,fulfilled,google,cpc,Shopping_Tees_UK,/,,,
ord_016110,17110,cust_007224,2025-02-14 16:18:12,GBP,211.67,0.0,0.0,0.0,211.67,paid,fulfilled,organic,organic,,/,,,
ord_016127,17127,cust_001954,2025-02-14 08:36:31,GBP,145.83,0.0,0.0,29.17,175.0,paid,fulfilled,organic,organic,,/,,,
ord_016163,17163,cust_007683,2025-02-14 10:33:53,GBP,125.0,0.0,0.0,25.0,150.0,partially_refunded,fulfilled,instagram,paid_social,Prospecting_Mens_EU,/,,,
ord_016309,17309,cust_009399,2025-02-18 09:36:44,GBP,120.83,0.0,0.0,24.17,145.0,paid,fulfilled,klaviyo,email,Abandoned_Cart,/,,,
ord_016329,17329,cust_007354,2025-02-18 13:39:32,GBP,220.83,0.0,0.0,44.17,265.0,paid,fulfilled,organic,organic,,/,,,
ord_016368,17368,cust_008470,2025-02-19 16:48:31,GBP,48.33,0.0,4.95,10.66,63.94,paid,fulfilled,direct,none,,/,,,
ord_016404,17404,cust_003463,2025-02-19 12:18:25,GBP,120.83,0.0,0.0,24.17,145.0,paid,fulfilled,direct,none,,/,,,
ord_016507,17507,cust_007224,2025-02-21 16:36:41,GBP,43.33,4.33,4.95,8.79,52.74,paid,fulfilled,google,cpc,Brand_Search_UK,/,,,WELCOME10
ord_016530,17530,cust_008470,2025-02-22 12:25:00,GBP,141.67,0.0,0.0,28.33,170.0,paid,fulfilled,google,cpc,Shopping_Hoodies_UK,/,,,
ord_016592,17592,cust_007354,2025-02-23 16:12:57,GBP,43.33,0.0,4.95,9.66,57.94,paid,fulfilled,instagram,paid_social,Retargeting_AllUsers,/,,,
ord_016642,17642,cust_008470,2025-02-24 21:57:41,GBP,43.33,0.0,4.95,9.66,57.94,paid,fulfilled,direct,none,,/,,,
ord_016862,17862,cust_004134,2025-02-25 13:07:52,GBP,45.83,10.0,4.95,8.16,48.94,paid,fulfilled,google,cpc,Brand_Search_UK,/,,,PRETTYNEW
ord_016902,17902,cust_009640,2025-02-25 11:05:43,GBP,41.67,0.0,4.95,9.32,55.94,paid,fulfilled,facebook,paid_social,Prospecting_Mens_UK,/,,,
ord_017093,18093,cust_002904,2025-02-28 21:42:25,GBP,168.33,0.0,0.0,33.67,202.0,paid,fulfilled,google,cpc,Shopping_Tees_UK,/,,,
ord_017113,18113,cust_009739,2025-02-28 16:43:36,GBP,120.83,10.0,0.0,22.17,133.0,paid,fulfilled,facebook,paid_social,Prospecting_Mens_UK,/,,,PRETTYNEW
ord_017159,18159,cust_007389,2025-03-01 13:41:01,GBP,367.5,0.0,0.0,73.5,441.0,partially_refunded,fulfilled,facebook,paid_social,Prospecting_Mens_UK,/,,,
ord_017184,18184,cust_007224,2025-03-02 10:30:08,GBP,207.49,0.0,0.0,41.5,248.99,partially_refunded,fulfilled,organic,organic,,/,,,
ord_017193,18193,cust_003463,2025-03-02 21:32:07,GBP,383.33,0.0,0.0,76.67,460.0,partially_refunded,fulfilled,google,cpc,PMax_Menswear_UK,/,,,
ord_017269,18269,cust_004134,2025-03-03 10:46:38,GBP,379.16,0.0,0.0,75.83,454.99,paid,fulfilled,google,cpc,Brand_Search_UK,/,,,
ord_017641,18641,cust_008470,2025-03-09 13:49:34,GBP,270.83,0.0,0.0,54.17,325.0,paid,fulfilled,google,cpc,Brand_Search_UK,/,,,
ord_017788,18788,cust_000786,2025-03-11 19:14:22,GBP,40.0,0.0,4.95,8.99,53.94,paid,fulfilled,direct,none,,/,,,
ord_017882,18882,cust_001954,2025-03-13 17:50:23,GBP,168.33,0.0,0.0,33.67,202.0,paid,fulfilled,google,cpc,Shopping_Hoodies_UK,/,,,
ord_018139,19139,cust_004557,2025-03-17 17:12:13,GBP,448.34,0.0,0.0,0.0,448.34,paid,fulfilled,klaviyo,email,Drop_Announcement,/,,,
ord_018156,19156,cust_001460,2025-03-18 18:55:49,GBP,164.16,0.0,0.0,32.83,196.99,partially_refunded,fulfilled,klaviyo,email,Drop_Announcement,/,,,
